"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Cambodia","KHM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","16.8477","","23.54059","","","","","","","","43.807","48.26364","45.81546","42.41492","38.10382","37.50088","35.21323","34.29832","35.57241","34.9536","32.57161","","","43.11157","45.02911","","44.41581","46.48057","47.76229","50.12283","52.94991","56.28967","56.23746","55.05284","53.21143","50.42275","50.8791","48.53713","49.07538","48.44957","47.29163","45.72134","46.92711","44.63494","45.52116","42.53404","41.66267","",
"Kiribati","KIR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","26.29379","31.10512","","33.10022","30.60287","31.44598","31.42424","30.75058","30.42529","29.9396","30.74667","30.04857","28.01274","29.21739","28.54604","29.1033","29.52288","28.24655","28.61673","29.21201","29.3945","30.38361","30.99631","27.27083","23.60519","24.20083","24.38472","24.66093","31.66522","23.63404","22.43788","26.50671","24.66193","24.6682","26.5462","24.6698","24.9969","","","","","","26.37134","","25.73171","25.48855","",
"St. Kitts and Nevis","KNA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","25.13595","","","","22.60504","22.58112","22.12465","29.30827","28.8403","22.57704","22.15318","19.9697","20.67429","","18.7619","18.85326","","","19.9625","","19.44382","18.92113","16.68394","17.39402","17.42234","17.63889","","16.5914","16.14464","14.29797","14.11964","13.05664","15.0961","14.51688","13.798","15.09945","13.87277","","",
"Korea, Rep.","KOR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","56.87028","55.97217","54.65857","53.07046","52.29875","51.78286","50.24867","48.80145","48.63001","48.09201","47.52068","45.51968","43.8722","41.66962","39.93376","38.30699","37.87841","36.6655","36.36887","36.2812","35.5886","34.43027","32.81966","31.25408","29.70537","28.39382","30.91375","30.90497","32.22547","32.12073","32.024","31.25796","30.09795","29.02175","27.93159","26.62451","25.59446","24.06701","22.38299","20.91797","19.04941","17.87581","16.85167","16.50455","16.55424","16.30703","","",
"Kuwait","KWT","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","21.24135","19.9978","19.27926","18.61053","17.78251","17.58176","17.21282","17.10593","17.54662","18.85859","18.54175","18.4582","19.19339","18.47636","18.05843","17.97516","18.20206","17.98267","18.02722","18.38603","17.77026","16.45486","16.33404","15.79244","14.55094","14.55227","14.07525","13.17911","13.44605","13.77575","13.4826","13.59342","13.28756","12.84563","12.06221","10.14275","9.61009999999999","9.11151","8.56188","8.37512","8.60901","8.60056","8.60511999999999","8.82856","8.86229","8.85539","8.85859999999999","",
"Latin America & Caribbean (excluding high income)","LAC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","34.12252","34.04386","33.96205","33.79552","33.33079","33.30552","33.23933","32.92569","32.65325","32.286","31.75206","31.58335","31.05012","30.67084","30.32539","30.08474","29.32322","29.21479","28.80193","28.4645","28.32792","28.25753","27.91902","27.58682","27.15274","27.00695","26.71251","26.45001","26.12753","26.35812","25.99537","25.20803","24.80658","24.38287","24.5412","24.30262","24.53144","25.07231","24.51701","24.3897","24.02982","23.59866","23.02526","23.05557","22.75066","22.40652","22.34804","22.19422","",
"Lao PDR","LAO","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","36.02163","37.90708","37.33883","","","26.76621","29.81889","29.84456","31.34115","30.90823","29.753","29.79138","29.22517","27.30569","27.41422","24.88219","","27.41621","","28.22904","27.40016","27.60943","29.4365","30.0695","30.30066","30.97735","30.44152","31.1404","30.56028","30.13631","29.9336","29.87763","30.63596","31.42554","31.47889","31.03166","30.12454","30.49379","29.15319","28.83207","26.80852","27.12631","25.59771","25.1565","24.15685","22.95564","22.33745","",
"Lebanon","LBN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","17.9017","17.49132","","","","","","","","","","","","","","","","","14.25064","14.23481","17.34958","17.19698","17.36837","14.45002","14.57447","14.22194","14.25017","14.21478","13.94637","14.1419","14.23097","14.33889","12.04695","12.32599","","12.17537","12.48274","",
"Liberia","LBR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.97237","39.3447","38.27341","","","","","","27.97468","","24.27877","27.36148","","26.83431","","","26.49841","30.44637","27.0679","","",
"Libya","LBY","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","28.46432","28.27855","25.63455","23.7552","22.87335","22.85845","19.97146","21.95287","20.37171","20.05676","18.11492","","16.90346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","28.63739","32.87817","31.86323","31.65397","31.33158","32.6283","32.62434","31.47247","32.49469","30.93521","30.82905","32.27919","29.619","29.83921","30.27399","29.73527","30.77767","30.60998","29.15391","29.2866","27.62235","27.03073","27.19591","26.69527","26.43559","26.04201","26.84936","21.90154","23.23281","24.22148","22.87259","22.27833","22.68667","21.96925","23.52838","22.73271","21.409","19.96736","18.53758","17.64146","17.24099","16.66479","14.21546","15.4614","15.12879","15.2315","",
"Latin America & Caribbean","LCN","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","31.89144","31.8201","31.70729","31.67732","31.33965","31.15895","31.09749","30.9548","30.76916","30.51481","30.35143","30.15669","29.72955","29.37127","29.11465","28.85005","28.22023","27.95321","27.60305","27.26952","27.15126","27.01421","26.69758","26.37746","25.99594","25.86408","25.55746","25.3414","25.60796","25.93687","25.43025","24.50912","24.11334","23.78832","23.82875","23.53212","23.6586","23.91295","23.5601","23.39344","23.10286","22.71982","22.23949","22.21131","21.92409","21.63688","21.57123","21.4515","",
"Least developed countries: UN classification","LDC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","40.92735","40.18293","40.93838","42.00316","42.51573","42.91531","42.90794","42.48467","41.34704","41.14222","43.06707","43.92328","43.66394","42.8768","41.07007","40.3582","39.82995","40.25779","41.53556","41.76917","41.68007","41.96825","41.63547","41.70683","42.65005","42.70505","42.36056","43.54624","43.47714","42.29029","43.20851","43.6164","44.98288","45.35119","44.72241","44.78595","44.21817","43.83409","43.54838","43.08643","41.86071","40.62687","40.19802","39.57869","39.06911","37.96413","37.45275","37.19504","",
"Low income","LIC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","38.13279","38.0391","38.13029","37.95757","38.36856","38.50517","38.64146","38.79039","38.30066","38.43583","39.0202","39.6944","38.84492","37.96735","37.2807","36.57416","35.82007","35.9362","36.36763","36.20416","36.12287","36.49374","35.85493","35.9521","37.068","37.76911","37.94186","40.08496","40.24911","39.87145","41.24728","41.95934","44.08712","45.08354","44.60037","45.05415","44.52584","44.64509","44.82352","43.82009","42.71856","42.11782","41.27404","41.12389","40.54516","39.79081","39.50265","39.46101","",
"Liechtenstein","LIE","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.16529","8.71538","8.62308","8.38433","7.12381","6.5","6.50305","6.13353","7.83658","7.44361","","7.8063","7.84524","7.68462","","",
"Sri Lanka","LKA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","29.92557","30.24474","31.93331","","","","","","","","","","","","","","29.4319","28.7496","27.96393","27.82225","27.79433","","","","","26.2789","24.85287","23.42655","22.49661","21.924","23.47558","23.8074","23.49545","23.14925","23.91437","24.06572","24.4299","23.74954","23.65918","23.15243","23.16642","22.93257","",
"Lower middle income","LMC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","36.17795","36.04707","36.29525","37.08476","37.00409","36.83369","37.03148","38.07326","37.6852","37.59269","37.82248","37.6546","37.46974","36.63208","36.12455","35.72401","35.44816","35.3229","35.24844","34.40921","34.96669","34.90875","34.88964","34.7559","34.81546","34.55615","34.26642","33.97661","33.82929","33.87481","34.11117","33.96927","33.73621","33.58031","33.53649","33.74181","33.48502","33.47937","33.38712","32.53336","31.79699","30.69066","30.93166","28.58972","28.28275","27.83073","28.70438","29.25579","",
"Low & middle income","LMY","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","32.40883","32.45755","31.70739","32.34776","32.3868","32.46671","32.29902","32.37765","32.12442","32.09117","31.76303","31.42666","30.90243","30.35284","30.08471","29.99436","29.70582","29.58693","29.37201","28.79211","28.78014","28.74242","28.70974","28.72652","28.91777","28.97225","29.00248","29.2147","29.24627","29.20849","29.02948","28.69061","28.55386","28.45759","27.9748","27.85689","27.78296","27.71229","27.64027","27.23537","26.82426","26.42315","26.52308","25.64525","25.33185","25.09912","25.5851","25.80998","",
"Lesotho","LSO","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","44.25328","44.22337","44.81809","47.44596","52.67891","52.51349","52.44602","52.51371","51.69034","49.26893","48.03571","48.41981","52.49197","51.07407","52.67068","55.44817","55.2794","56.43827","55.63994","55.58853","54.5335","54.02304","51.43341","48.58406","49.36567","47.71059","47.43327","45.60452","","44.37094","47.88354","47.36441","46.9991","46.23628","42.73081","41.58735","40.78086","37.20013","35.04477","33.75728","33.77485","33.87564","34.07946","32.62708","32.77944","33.08664","33.75653","32.94806","",
"Late-demographic dividend","LTE","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","27.90834","28.18096","27.07744","27.84555","28.15741","28.40191","28.18796","27.8232","27.48827","27.4213","26.86665","26.37826","25.60931","25.2658","24.93675","24.94699","24.67861","24.26624","23.74456","23.10307","22.74627","22.5449","22.41286","22.40893","22.57168","22.87687","23.08836","23.30855","23.57555","23.43886","22.77783","21.90858","21.42551","20.90956","19.96406","19.04116","18.80974","18.42971","18.13614","17.81264","17.52523","17.4339","17.37341","17.37132","16.91365","16.98031","17.17909","17.22211","",
"Lithuania","LTU","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","25.30353","","","","","25.34544","","","20.38883","18.63904","17.86571","16.69436","16.86672","16.70484","16.48088","16.32927","16.01284","15.4349","16.53451","16.44787","15.95552","16.31386","15.55441","14.72329","14.07004","13.64496","13.2633","12.99866","12.80744","12.84839","12.41205","12.43042","12.61606","12.80832","12.86014","13.22845","","",
"Luxembourg","LUX","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","22.52724","19.73143","20.03889","19.26352","18.57297","20.0465","19.34911","","19.80863","18.98551","14.26407","13.95354","13.7474","13.51929","13.24036","","12.60917","12.42025","13.26617","","","13.30215","","","","","","","","","","11.73818","11.74075","11.49056","11.52665","11.32837","11.10342","11.0839","11.90842","","9.29398","8.99283","8.37204","8.14087999999999","8.16851","8.45773","8.30333","","",
"Latvia","LVA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","19.90651","19.84472","19.79334","19.3331","18.75783","18.07191","19.95835","19.2202","18.08866","14.57965","15.12802","15.44677","13.86338","14.15575","13.17273","13.51019","13.47542","15.45474","15.38549","15.10006","14.99391","14.34437","13.70082","12.97768","12.20087","11.76235","11.04241","11.11175","10.44778","11.8849","11.4136","11.01496","11.16241","11.08754","11.13249","11.3295","","",
"Macao SAR, China","MAC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","28.2754","29.1367","","29.88905","32.42131","27.56707","20.65217","27.21351","30.14357","","","","","","","","","","","","","","","","","","","","31.15814","29.95057","28.30936","27.45545","25.9548","24.43137","23.24487","21.48361","20.35352","18.24476","17.33943","16.05961","14.84707","14.10087","13.70592","13.69802","14.08362","13.85535","13.50974","",
"St. Martin (French part)","MAF","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","34.28763","35.31724","35.00678","35.59747","36.74045","","","","","37.74511","38.17194","36.2732","36.09122","34.4961","27.49637","27.84867","27.02589","25.98072","25.00526","24.9825","27.09087","27.08407","27.6281","28.05102","28.25967","28.24294","27.62886","27.70111","28.14105","28.76272","28.13457","28.30725","28.17638","27.55149","27.09953","26.95752","27.38468","26.53204","26.6096","26.23715","26.41532","25.83553","25.98351","25.66659","25.88159","26.59118","28.03417","",
"Monaco","MCO","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","20.92958","","","","","","","","","","","","","","","","","","","","","","","17.33962","18.55882","","","22.46667","","22.30337","","","","","","","","","","","","","","12.63871","13.70548","10.45596","",
"Moldova","MDA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","28.81719","","","","","26.10579","","","24.62188","23.6807","23.16132","22.87984","23.13682","23.23862","24.21648","22.52481","22.75129","","21.19649","20.8769","20.21471","19.26334","19.17128","18.95654","17.95097","17.04615","16.25435","15.86201","15.74791","15.41452","15.3188","15.7877","16.32995","16.80874","17.45665","17.42007","17.68211","",
"Madagascar","MDG","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","65.03154","64.58207","62.14742","63.23729","60.62784","60.13912","54.77625","51.11015","46.02873","46.35147","43.66872","41.03095","38.76261","38.25595","38.2746","","","39.73739","40.48509","39.86929","40.34421","37.76383","38.46674","39.93704","38.05827","37.10923","","46.55921","47.15347","47.95381","46.69824","47.48805","51.64584","52.38012","53.5879","48.14341","48.7325","47.15533","47.90319","40.14191","43.24486","43.06725","39.76644","41.71542","41.1927","40.606","","",
"Maldives","MDV","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.20998","24.27073","22.65003","22.52108","20.00645","18.15834","22.72075","20.08085","16.41787","14.51632","13.2588","12.67736","11.70072","12.27511","11.4094","11.19408","12.02005","10.34037","10.29657","10.16278","",
"Middle East & North Africa","MEA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","31.03699","30.97101","30.66299","31.35936","30.32922","30.40751","29.70589","29.10003","29.83582","29.43977","28.84022","28.31369","27.75236","24.98747","24.86736","24.42655","24.49722","25.64502","25.87483","23.46862","24.94133","25.04242","24.63676","24.23519","24.57961","24.06264","24.35553","23.47925","23.38074","23.06129","22.56669","22.06566","21.79509","21.38679","21.00319","21.20366","20.98478","20.86377","20.53387","20.51983","20.67221","20.10766","19.362","19.58188","19.75153","19.93845","20.40259","20.6738","",
"Mexico","MEX","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","45.90793","46.63227","","44.15724","45.44791","44.78182","44.22086","43.89227","","","39.08709","37.41357","36.6442","35.92316","34.79416","33.62718","32.81685","31.88843","31.31406","31.06703","30.5361","30.01775","29.64061","29.14454","28.70808","28.3372","27.90964","27.56511","27.22577","27.15793","26.98308","26.87027","26.66029","28.47157","28.3176","28.00397","27.99039","28.02416","28.11672","28.14672","28.11199","28.01636","27.69096","27.40876","26.92701","26.74201","","",
"Marshall Islands","MHL","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.92545","","","16.9381","","","","","","","","","","","","","","","","",
"Middle income","MIC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","32.1486","32.20493","31.42733","32.1004","32.12162","32.19178","31.9976","32.05707","31.79591","31.74467","31.35961","30.95777","30.45022","29.90921","29.65547","29.59603","29.3296","29.19249","28.93865","28.33737","28.32904","28.24802","28.24493","28.24934","28.37799","28.37222","28.38124","28.43738","28.44146","28.40796","28.10032","27.63886","27.27949","27.07453","26.54785","26.3064","26.17253","26.02559","25.84461","25.42762","25.028","24.60738","24.73349","23.81593","23.45198","23.25436","23.79121","24.00469","",
"Macedonia, FYR","MKD","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.45961","22.10281","21.517","21.58509","21.18031","20.22806","19.95459","19.37878","19.12691","18.28429","17.27699","16.39845","15.93884","","15.15012","15.57295","15.168","14.40654","","","",
"Mali","MLI","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","40.05171","40.918","40.34093","43.03783","41.00256","40.62337","40.65789","42.88364","42.6388","42.34434","42.43063","40.05853","37.35514","35.07061","34.84399","34.02712","34.91974","37.86152","43.26517","44.89851","48.47155","54.07962","56.92691","66.61294","74.02333","78.36235","80.44332","79.50557","62.07904","65.30321","63.37756","56.41051","57.34473","52.24187","54.38829","52.76025","51.66885","51.43719","50.14558","50.39826","48.47335","","41.29582","42.47449","42.70695","39.08605","38.22009","",
"Malta","MLT","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","25.50733","25.09853","24.159","18.95751","","20.99507","20.18509","","","20.68069","21.4974","20.89861","20.70324","24.4335","23.25082","23.62451","23.88034","23.25954","21.78292","23.12055","22.96142","23.53104","22.83655","22.39772","21.97555","21.80037","21.11881","20.85216","19.62563","19.14022","18.99717","19.06585","18.17192","18.78114","18.40547","17.95282","16.85152","17.52094","","14.29348","12.61131","11.45141","13.89999","13.38202","13.49445","13.02685","","",
"Myanmar","MMR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","46.62449","44.96556","46.39216","","","52.46334","53.12735","48.67302","47.7677","48.07555","51.6329","56.29524","54.80489","51.80687","52.67414","53.84669","58.13847","51.61944","54.11444","44.9457","48.30483","50.68784","49.87479","49.24641","46.1098","","","","30.59713","32.76778","32.25738","32.56524","32.81404","31.99879","30.90499","29.90129","29.11336","28.81408","28.41903","28.2163","","","","27.56392","","22.04141","23.04535","",
"Middle East & North Africa (excluding high income)","MNA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","32.9737","32.89659","32.5494","33.39375","32.18212","32.29077","31.55046","30.89244","31.82938","31.42856","30.72695","30.22483","29.49853","26.16719","26.02081","25.52406","25.60896","26.99978","27.23646","24.48636","26.34037","26.53705","26.23038","25.91174","26.43813","25.93901","26.38401","25.32798","25.29198","24.95993","24.4251","23.92816","23.72685","23.38881","23.03334","23.40717","23.20182","23.09894","22.88413","22.72251","23.06484","22.38583","21.4166","21.90572","22.0487","22.23253","22.55314","22.92144","",
"Montenegro","MNE","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","30.41958","31.21418","","","30.88465","","","","","31.52744","32.29537","","31.93617","","","30.23302","30.87017","30.70039","30.11647","29.8018","28.11374","24.81348","22.45483","22.56422","23.71569","24.83578","30.86767","31.67076","32.44852","32.58434","32.29349","31.78211","30.76911","32.8681","34.23344","33.01005","31.59826","31.14934","30.36106","30.23907","29.32321","28.77793","27.58707","27.20739","28.222","29.69343","30.37955","",
"Northern Mariana Islands","MNP","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","68.8241","60.01655","69.26267","","","","85.0999999999999","84.43811","87.45904","","81.45578","68.62109","55.97848","56.51358","61.52391","60.72856","61.65873","56.03312","57.56602","54.53836","54.74744","53.37172","54.80179","57.74632","57.59626","","","60.87914","61.4934","63.98903","65.94088","67.24468","","65.23041","66.33962","67.26054","64.79571","63.99922","61.28936","58.48961","55.41963","54.84224","54.92451","54.83218","54.66026","53.60539","52.43683","",
"Mauritania","MRT","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","24.00075","22.03659","","","33.12574","35.06949","38.73561","41.33371","44.37695","45.65737","41.47045","43.66253","44.7272","45.39254","46.33528","50.58205","49.81972","49.69709","48.80148","44.35688","44.70168","46.68977","51.27643","52.93385","51.52623","51.23608","50.22827","46.74391","47.00272","44.98951","41.76436","39.1186","41.05778","40.76051","40.32497","41.41219","42.51481","37.22792","39.0677","37.15186","39.29443","40.12932","35.37825","34.37911","35.81193","36.36696","","",
"Mauritius","MUS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","31.79074","31.63676","31.42649","29.33498","27.37374","26.00121","24.67938","23.14471","21.7755","19.82412","20.18467","20.40705","20.68609","21.11838","20.94215","21.81612","22.71182","22.16021","21.88242","21.8104","21.12971","21.233","20.68527","21.16726","22.46343","23.9235","23.89051","24.44404","25.76604","26.13844","26.11761","24.9275","25.19635","23.06335","21.98676","22.3399","21.68399","21.50505","21.66005","21.6212","21.46053","20.35924","20.93864","19.79263","18.73281","18.82093","17.79444","17.93769","",
"Malawi","MWI","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.22113","","","","","","","","78.12204","78.40557","80.67995","79.27172","76.07357","74.08589","69.14697","72.7175199999999","69.50969","","62.30909","",
"Malaysia","MYS","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","30.98008","","","","","31.90474","","31.50006","30.93067","30.90308","27.27211","26.38464","25.97114","25.96064","25.65363","24.05382","","22.221","21.34314","21.37015","20.37696","20.14146","20.12766","20.01525","19.69954","19.93694","19.41584","","21.80374","20.36262","19.55776","19.66518","18.91971","17.51402","17.48584","16.89527","15.65511","14.98441","14.44237","13.13521","12.60115","12.32447","12.00361","11.83126","11.4126","11.521","11.61165","11.6556","",
"North America","NAC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","14.19484","14.18662","14.30207","14.40356","14.65411","14.85116","15.06019","15.31543","15.53165","15.77225","16.08374","16.06418","16.17686","16.0729","15.96812","15.85299","15.56106","15.19476","15.5985","15.02582","15.01151","14.44503","14.3628","14.05834","14.04042","13.93131","14.1052","13.83688","14.49486","14.62766","14.65794","14.73938","14.66827","14.66749","","",
"Namibia","NAM","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.99844","","","29.74089","28.93164","29.16406","29.44575","31.77475","31.59195","31.59703","31.20918","31.63484","33.09097","30.82422","31.44758","29.94574","29.40681","30.10654","29.77842","","","","","","","","",
"New Caledonia","NCL","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","38.94242","37.44414","40.08423","40.3644","40.68056","39.30937","39.69022","41.04165","41.00088","39.16853","41.47427","42.11537","40.28793","39.5015","35.6523","37.3699","38.16801","","40.49882","40.72595","41.73537","41.89213","38.50165","","39.45739","39.04493","40.81109","41.75531","41.06705","40.66854","41.90637","41.26604","41.72588","43.6949","43.67687","39.98413","39.67316","40.71853","38.83216","38.61445","39.00208","38.75524","36.31449","35.75275","36.6289","36.2582","36.33661","",
"Nigeria","NGA","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","34.08394","33.38939","33.66605","34.2466","","","33.87477","34.79016","32.22573","33.85735","35.82476","35.27128","37.22589","36.99753","38.16463","39.98734","42.28001","44.105","41.17956","36.95616","40.99619","38.96169","38.53585","37.07169","37.20261","37.20776","33.78198","","","41.4422","42.9015","39.00579","40.27665","34.87788","35.80647","36.90999","40.4173","46.08983","","","37.55319","","","","","","","","",
"Nicaragua","NIC","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","37.31655","37.4494","37.55867","40.29404","38.21274","38.73574","38.17236","37.73788","37.01582","34.59854","35.4533","","36.10351","35.0092","34.39661","33.28301","32.36723","32.18421","33.73767","31.77275","33.27105","36.14958","37.23898","37.0349","37.13624","38.0089","36.28506","35.67281","37.182","34.3856","35.66299","36.71573","35.20899","34.47031","35.01829","33.55782","33.2727","30.55547","29.19228","","30.21638","","","","","","","","",
"Netherlands","NLD","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","29.69713","29.20732","29.12487","28.53556","27.58275","27.58002","27.46849","26.70709","25.52793","24.32339","23.17405","22.72735","19.88139","19.89693","19.42453","16.71371","17.02445","17.03894","17.30071","17.36358","17.16896","16.48428","16.16989","18.35756","","","","","","","","","","","","","","","","","11.55832","11.50226","11.65611","11.66686","11.62356","11.72995","","",
"Norway","NOR","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","19.56212","17.98576","16.81406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.95778","8.85047999999999","8.86857","9.01206","","",
"Nepal","NPL","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","21.67139","","19.21478","20.8203","26.83813","28.74452","30.99085","32.87237","35.51412","38.37667","38.40719","47.64196","45.71431","42.65393","37.60126","35.34697","34.78435","35.36696","36.86349","39.505","39.1592","38.7177","38.93249","38.84513","39.13978","39.48273","38.57333","37.83736","","39.04814","38.03822","37.01662","39.86818","35.65923","35.82852","39.71153","","40.01754","37.81655","33.30905","31.91867","29.61413","27.5331","25.63485","23.93286","23.09923","22.42122","20.90655","",
"Nauru","NRU","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","17.2","","","","","","","","","","","","","","20.43662","","","","","","","","","","","","","23.42254","","21.47297","25.28125","25.67213","21.8254","26.36207","27.87692","26.78846","19.91935","22.39286","","","","","","39.45","","40.17778","","",
"New Zealand","NZL","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","","","","","","","","","","","","20.71064","20.21637","19.74015","19.36652","","18.44955","18.52453","18.49932","19.44978","","16.51865","20.74489","","20.20301","","","19.63449","19.49293","19.36195","17.96875","16.67231","16.20211","","17.05838","","19.18318","18.31527","19.42817","18.26947","18.44818","17.45542","17.40515","17.775","16.37427","16.27439","15.88598","15.68405","15.3172","14.60815","14.4885","14.55048","14.58702","","14.36696","14.49628","14.6225","","",
